County/State Name,Population,Median_Household_Income,People_Below_Poverty,Employed_Population,Unemployed_Population,Bachelors_Degree,Median_Home_Value,state,county,Poverty_Rate,Employment_Rate,Unemployment_Rate,Education_Rate
"Imperial County, California",179319,56393,33705,70148,8809,12731,279500,06,025,18.79611195690362,88.84329445141026,11.15670554858974,7.099638075162142
"Inyo County, California",18803,72432,1928,8742,240,2759,338400,06,027,10.253682922937829,97.32798931195725,2.6720106880427523,14.673190448332713
"Kern County, California",910433,67660,168825,395704,33049,68949,310600,06,029,18.543374416349142,92.29183236035666,7.708167639643337,7.5732096705633465
"Kings County, California",152830,68750,23427,58943,5787,8991,305700,06,031,15.32879670221815,91.05978680673567,8.940213193264329,5.88300726297193
"Lake County, California",68139,58738,11156,28095,3220,5743,316800,06,033,16.37241521008527,89.71738783330672,10.282612166693278,8.428359676543536
"Lassen County, California",31177,64395,3279,10329,787,2309,259500,06,035,10.517368572986497,92.9201151493343,7.0798848506657075,7.406100651121019
"Los Angeles County, California",9848406,87760,1322476,5203398,365701,1574014,783300,06,037,13.428325355392538,93.43339021267174,6.566609787328255,15.98242395774504
"Madera County, California",158790,75496,30187,67619,7165,11644,367700,06,039,19.010642987593677,90.41907359863073,9.580926401369277,7.332955475785628
"Marin County, California",258765,142785,19907,134541,8218,63089,1390000,06,041,7.69308059436168,94.2434452468846,5.75655475311539,24.3808088419995
"Mariposa County, California",17060,65378,2347,7939,549,2582,358000,06,043,13.757327080890974,93.5320452403393,6.467954759660698,15.134818288393904
"Mendocino County, California",90709,64688,13524,41537,3881,9871,486000,06,045,14.909215182616938,91.45492976352988,8.545070236470123,10.88205139512066
"Merced County, California",285597,65044,51655,124973,13441,17760,368400,06,047,18.086674579915055,90.28927709624749,9.710722903752512,6.218552715889873
"Modoc County, California",8646,56648,1717,3282,196,1031,212000,06,049,19.858894286375204,94.36457734330075,5.6354226566992525,11.924589405505435
"Mono County, California",13169,86953,1441,7603,155,1814,514300,06,051,10.94236464424026,98.0020623872132,1.9979376127868007,13.774774090667478
"Monterey County, California",435834,94486,52732,196118,10068,46167,723100,06,053,12.099101951660494,95.11703025423647,4.882969745763534,10.59279450432963
"Napa County, California",136070,108970,11238,71712,3643,23885,838800,06,055,8.25898434629235,95.16554973127198,4.834450268728021,17.553465128242816
"Nevada County, California",102452,84905,10745,46301,2162,19768,602800,06,057,10.487838207160427,95.53886470090585,4.461135299094154,19.294889314020224
"Orange County, California",3164063,113702,296493,1685097,90063,601466,915500,06,059,9.370641482170235,94.9264854998986,5.073514500101399,19.009292798531508
"Placer County, California",412435,114678,27419,202943,9116,80818,658800,06,061,6.6480778789384996,95.70119636516252,4.2988036348374745,19.595330173239418
"Plumas County, California",19607,64946,2075,7909,769,2031,327400,06,063,10.582955067067884,91.13851117769072,8.861488822309289,10.358545417452952
"Riverside County, California",2449909,89672,266955,1165810,76743,259990,510300,06,065,10.896527177131885,93.82376445914178,6.176235540858217,10.612230903270286
"Sacramento County, California",1584047,88724,197472,799922,51540,232818,498900,06,067,12.466296770234722,93.9468819512791,6.053118048720906,14.697669955500059
"San Benito County, California",66056,108289,5118,34210,2038,7009,751500,06,069,7.747971418190626,94.37762083425292,5.622379165747075,10.610693956642848
"San Bernardino County, California",2187816,82184,291226,1036527,74017,207111,475000,06,071,13.311265664022933,93.33506821881889,6.664931781181115,9.46656391579548
"San Diego County, California",3282782,102285,330602,1681203,104758,580152,791600,06,073,10.070787521072067,94.1343623964913,5.8656376035086994,17.672571617609698
"San Francisco County, California",836321,141446,87135,513866,28900,234704,1380500,06,075,10.4188463520586,94.6754218208215,5.324578179178504,28.06386542966158
"San Joaquin County, California",787416,88531,97063,372511,27442,73689,494500,06,077,12.326775173478822,93.13869379652108,6.861306203478909,9.358331555365906
"San Luis Obispo County, California",281486,93398,34424,138634,7005,46166,777200,06,079,12.229382633594565,95.19016197584438,4.809838024155617,16.40081567111686
"San Mateo County, California",745100,156000,47945,413668,18501,158423,1494500,06,081,6.434706750771708,95.71903584014588,4.280964159854131,21.261978257951952
"Santa Barbara County, California",443975,95977,58387,220540,13563,60231,735700,06,083,13.150965707528577,94.20639632982063,5.793603670179365,13.56630440903204
"Santa Clara County, California",1903297,159674,128470,1045969,46668,376766,1382800,06,085,6.749866153311858,95.72886512171928,4.27113487828071,19.795439177385347
"Santa Cruz County, California",266021,109266,28613,141139,7922,45391,1015200,06,087,10.755917765890663,94.68539725347341,5.31460274652659,17.062938640182544
"Shasta County, California",181554,71931,23179,81960,5115,20528,347200,06,089,12.767000451656257,94.12575366063737,5.874246339362618,11.30682882227877
"Sierra County, California",2731,60000,325,1206,147,325,334100,06,091,11.90040278286342,89.13525498891353,10.864745011086473,11.90040278286342
"Siskiyou County, California",43834,55499,7196,18136,1392,5070,284500,06,093,16.41648035771319,92.87177386317083,7.128226136829169,11.566364009672856
"Solano County, California",450824,99994,42767,222268,13027,60797,589600,06,095,9.486407112309903,94.46354576170339,5.536454238296606,13.485750536794846
"Sonoma County, California",485642,102840,41044,259553,13476,83196,779000,06,097,8.45149307514589,95.06426057305268,4.935739426947321,17.131137751677162
"Stanislaus County, California",552250,79661,71943,260457,20229,46297,426600,06,099,13.027252150294249,92.79301425792522,7.2069857420747745,8.383340878225441
"Sutter County, California",98971,75450,14494,45374,3188,8877,399400,06,101,14.644693900233403,93.43519624397678,6.564803756023228,8.969294035626598
"Tehama County, California",65520,61834,9988,27389,1839,5952,315600,06,103,15.244200244200245,93.70808813466539,6.291911865334611,9.084249084249084
"Trinity County, California",15886,53498,2830,5285,314,1164,329000,06,105,17.814427798061185,94.3918556885158,5.608144311484193,7.327206345209619
"Tulare County, California",475774,69489,83473,211259,18688,28892,303000,06,107,17.544674572381005,91.87290984444242,8.127090155557585,6.072631123180334
"Tuolumne County, California",54873,72259,5547,22875,1818,6706,406200,06,109,10.108796675960855,92.63758960029158,7.362410399708419,12.220946549304758
"Ventura County, California",838259,107327,74630,431017,23547,128351,768400,06,111,8.90297628775832,94.81987134924896,5.180128650751049,15.311616099558728
"Yolo County, California",217782,88818,34165,109730,5865,29769,593800,06,113,15.687706054678532,94.92625113542972,5.073748864570267,13.66917376091688
"Yuba County, California",83079,73313,12501,35025,2553,6282,380000,06,115,15.047123821904451,93.20613124700623,6.793868752993773,7.561477629725924
"Adams County, Colorado",524408,91387,48994,291990,13434,65757,458400,08,001,9.342725511433846,95.60152443815811,4.398475561841899,12.539282390810207
"Alamosa County, Colorado",16515,51445,2843,8124,203,1767,218800,08,003,17.214653345443537,97.56214723189625,2.4378527681037587,10.69936421435059
"Arapahoe County, Colorado",655709,97215,55261,372417,17434,127692,526000,08,005,8.427671421316468,95.52803506980872,4.471964930191278,19.47388246920509
"Archuleta County, Colorado",13730,76524,1134,6194,113,2764,451400,08,007,8.259286234522943,98.2083399397495,1.7916600602505155,20.131099781500364
"Baca County, Colorado",3460,40380,810,1526,20,439,122000,08,009,23.410404624277454,98.70633893919793,1.29366106080207,12.6878612716763
"Bent County, Colorado",5524,49194,1348,1669,77,381,137900,08,011,24.40260680666184,95.58991981672395,4.41008018327606,6.897175959449673
"Boulder County, Colorado",328317,102772,36145,186019,8593,75524,713900,08,013,11.009177106272292,95.58454771545433,4.41545228454566,23.00337783300895
"Broomfield County, Colorado",75110,121025,3695,43541,1416,18623,631600,08,014,4.919451471175609,96.8503236425918,3.1496763574081896,24.794301690853416
"Chaffee County, Colorado",19876,70909,1844,9600,501,4238,598500,08,015,9.277520627892937,95.04009504009504,4.95990495990496,21.322197625276715
"Cheyenne County, Colorado",1732,67768,193,934,18,196,187100,08,017,11.143187066974596,98.10924369747899,1.8907563025210083,11.316397228637413
"Clear Creek County, Colorado",9358,96667,631,5732,240,2238,572800,08,019,6.742893780722377,95.98124581379773,4.018754186202277,23.91536653131011
"Conejos County, Colorado",7536,47209,1032,3473,161,769,162100,08,021,13.694267515923567,95.56962025316456,4.430379746835443,10.204352441613588
"Costilla County, Colorado",3571,36519,793,1303,59,533,171300,08,023,22.206664799775975,95.66813509544787,4.331864904552129,14.925791094931393
"Crowley County, Colorado",5734,47563,762,1728,96,319,106700,08,025,13.289152424136727,94.73684210526315,5.263157894736842,5.563306592256715
"Custer County, Colorado",5073,72700,490,2179,122,910,358800,08,027,9.658978907944018,94.69795740982183,5.302042590178183,17.938103686181748
"Delta County, Colorado",31353,58330,4310,12659,399,3913,318000,08,029,13.746690906771281,96.94440189921887,3.0555981007811304,12.480464389372628
"Denver County, Colorado",713734,91681,78668,441933,20324,177645,586700,08,031,11.022033418612537,95.60331157775869,4.396688422241307,24.889524668854225
"Dolores County, Colorado",2385,70490,448,1229,31,352,231900,08,033,18.78406708595388,97.53968253968253,2.4603174603174605,14.758909853249477
"Douglas County, Colorado",368283,145737,11841,210044,7458,97722,674000,08,035,3.215190492094395,96.5710660131861,3.428933986813915,26.534485708001725
"Eagle County, Colorado",55374,103174,4553,33693,1414,13541,814700,08,037,8.222270379600534,95.97231321388897,4.027686786111032,24.453714739769566
"Elbert County, Colorado",27152,129477,1444,14635,438,4761,664600,08,039,5.318208603417796,97.09414184303058,2.9058581569694155,17.534619917501473
"El Paso County, Colorado",736008,87470,60977,365983,19993,121674,431000,08,041,8.284828425777981,94.82014425767406,5.179855742325948,16.531613786806666
"Fremont County, Colorado",49394,61027,5800,18379,803,5758,282100,08,043,11.742316880592785,95.8137837556042,4.186216244395788,11.657286310078147
"Garfield County, Colorado",62034,86172,5539,35265,1283,8700,490600,08,045,8.928974433375245,96.48954799168217,3.5104520083178286,14.0245671728407
"Gilpin County, Colorado",5877,88654,580,3601,107,1074,512600,08,047,9.868980772502978,97.1143473570658,2.885652642934196,18.27462991322103
"Grand County, Colorado",15794,84558,1420,9348,413,3165,507200,08,049,8.99075598328479,95.76887613973977,4.231123860260219,20.039255413448146
"Gunnison County, Colorado",17158,77358,2115,10784,395,4723,597200,08,051,12.326611493181023,96.46658914035244,3.533410859647553,27.52651824221937
"Hinsdale County, Colorado",939,64327,42,455,7,231,438800,08,053,4.472843450479233,98.48484848484848,1.5151515151515151,24.600638977635782
"Huerfano County, Colorado",6946,52139,1193,2492,276,786,256700,08,055,17.175352720990496,90.02890173410405,9.971098265895954,11.315865246184854
"Jackson County, Colorado",1422,41809,258,723,69,171,250000,08,057,18.143459915611814,91.28787878787878,8.712121212121213,12.025316455696203
"Jefferson County, Colorado",579715,107800,38319,335325,12987,137016,604400,08,059,6.609972141483316,96.27144628953353,3.7285537104664783,23.635062056355277
"Kiowa County, Colorado",1356,56389,170,675,0,130,148600,08,061,12.536873156342182,100.0,0.0,9.587020648967552
"Kit Carson County, Colorado",7015,59810,633,3541,99,618,221400,08,063,9.023521026372059,97.28021978021978,2.71978021978022,8.809693513898788
"Lake County, Colorado",7411,93655,525,4724,108,1399,401300,08,065,7.084064228849009,97.76490066225165,2.2350993377483444,18.877344487923356
"La Plata County, Colorado",56088,85296,6755,29998,939,12097,549100,08,067,12.04357438311225,96.96479943110192,3.035200568898083,21.56789331051205
"Larimer County, Colorado",363561,91364,39240,204039,9240,75554,532200,08,069,10.793236898347182,95.66764660374439,4.332353396255609,20.78165699841292
"Las Animas County, Colorado",14392,50408,2378,6282,351,1230,214500,08,071,16.523068371317397,94.70827679782904,5.291723202170964,8.546414674819344
"Lincoln County, Colorado",5561,54257,447,2161,39,891,232100,08,073,8.038122639812983,98.22727272727273,1.7727272727272727,16.022298147815142
"Logan County, Colorado",21067,55074,2506,10340,580,1713,228100,08,075,11.895381402193003,94.68864468864469,5.311355311355311,8.131200455688992
"Mesa County, Colorado",157316,71485,17123,78680,4022,23024,349400,08,077,10.884461847491673,95.13675606394041,4.863243936059587,14.635510691855883
"Mineral County, Colorado",799,52455,104,416,31,246,413000,08,079,13.016270337922403,93.0648769574944,6.935123042505594,30.78848560700876
"Moffat County, Colorado",13258,70975,1533,6591,264,1411,262500,08,081,11.562829989440338,96.14879649890591,3.8512035010940924,10.642630864383769
"Montezuma County, Colorado",26204,63005,3414,11674,523,3559,308100,08,083,13.02854526026561,95.71206034270723,4.287939657292776,13.581895893756679
"Montrose County, Colorado",43272,66072,5101,19766,838,5881,357900,08,085,11.788223331484563,95.93282857697535,4.067171423024655,13.590774634867813
"Morgan County, Colorado",29186,75407,3515,14579,612,2166,299300,08,087,12.043445487562531,95.97129879533935,4.0287012046606545,7.421366408552045
"Otero County, Colorado",18460,54897,4249,8296,380,1501,160700,08,089,23.017334777898157,95.62010142923006,4.37989857076994,8.131094257854821
"Ouray County, Colorado",5024,84556,253,2458,79,1479,670100,08,091,5.0358280254777075,96.88608592826172,3.1139140717382734,29.438694267515924
"Park County, Colorado",17739,95450,1266,9144,322,3754,489300,08,093,7.136817182479282,96.59835199661948,3.4016480033805196,21.162410507920402
"Phillips County, Colorado",4491,60372,695,2162,17,568,255300,08,095,15.475395234914274,99.21982560807709,0.7801743919229004,12.647517256735693
"Pitkin County, Colorado",17119,100318,1221,10342,159,5016,1131200,08,097,7.1324259594602495,98.48585848966765,1.5141415103323492,29.3007769145394
"Prowers County, Colorado",11931,57601,1994,5703,271,756,150900,08,099,16.712765065794986,95.46367592902578,4.536324070974222,6.336434498365602
"Pueblo County, Colorado",168726,62250,25321,75134,4068,19072,271800,08,101,15.007171390301435,94.86376606651348,5.136233933486528,11.30353353958489
"Rio Blanco County, Colorado",6518,72620,559,3019,131,802,243400,08,103,8.576250383553237,95.84126984126983,4.158730158730159,12.304387849033446
"Rio Grande County, Colorado",11394,62166,1662,5659,451,1785,215400,08,105,14.586624539231174,92.61865793780687,7.381342062193126,15.666140073723012
"Routt County, Colorado",24990,104803,1580,14385,354,6252,756200,08,107,6.322529011604641,97.5982088337065,2.401791166293507,25.018007202881154
"Saguache County, Colorado",6511,54283,1142,3149,248,777,200000,08,109,17.539548456458302,92.69944068295555,7.300559317044451,11.933650744893258
"San Juan County, Colorado",690,73889,116,446,30,167,406900,08,111,16.81159420289855,93.69747899159664,6.302521008403361,24.20289855072464
"San Miguel County, Colorado",8026,80117,674,5028,208,2986,613100,08,113,8.397707450784948,96.02750190985485,3.972498090145149,37.20408671816596
"Sedgwick County, Colorado",2346,52833,336,1149,26,315,142700,08,115,14.322250639386189,97.7872340425532,2.2127659574468086,13.427109974424553
"Summit County, Colorado",30857,106255,2277,19822,661,7808,850700,08,117,7.37920082963347,96.77293365229703,3.2270663477029733,25.303820851022458
